;D37 4H vs 1H;;;D37 6H vs 1H;;;D37 8H vs 1H;;;D37 16H vs 1H;;;D37 24H vs 1H;;;W37 4H vs 1H;;;W37 6H vs 1H;;;W37 8H vs 1H;;;W37 16H vs 1H;;;W37 24H vs 1H;
Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj
DRO_0061;-0.607013859;0.000492749;DRO_0061;-1.947588037;2.08E-60;DRO_0061;-2.281756769;8.25E-60;DRO_0061;-2.721937136;2.82E-61;DRO_0061;-2.240583998;2.19E-71;DRO_0061;-0.656454163;2.98E-09;DRO_0061;-1.267607504;1.37E-17;DRO_0061;-2.280855674;5.19E-86;DRO_0061;-2.094030848;5.72E-64;DRO_0061;-1.284043756;1.15E-36
DRO_0062;-0.01338629;0.94175556;DRO_0062;-0.413665422;0.014566433;DRO_0062;-0.740598576;4.55E-05;DRO_0062;0.578520999;0.003220124;DRO_0062;1.185617076;1.15E-16;DRO_0062;-0.04912594;0.813831335;DRO_0062;-0.04710175;0.841060748;DRO_0062;0.366435819;0.028161117;DRO_0062;0.254767753;0.121292411;DRO_0062;0.559260428;9.99E-05
DRO_0063;-0.237283596;0.422751222;DRO_0063;-0.072412407;0.828973454;DRO_0063;0.357532927;0.211694257;DRO_0063;4.287970109;4.91E-92;DRO_0063;4.657240147;1.45E-135;DRO_0063;-0.47524337;0.085086728;DRO_0063;-0.444508878;0.172305958;DRO_0063;0.321795616;0.2025771;DRO_0063;2.89976771;1.88E-56;DRO_0063;3.103089267;8.06E-77
DRO_0064;0.998691158;9.53E-17;DRO_0064;1.948296844;1.65E-71;DRO_0064;1.920979404;1.54E-48;DRO_0064;4.293998474;3.62E-285;DRO_0064;3.484454498;9.20E-256;DRO_0064;0.810928835;4.94E-14;DRO_0064;1.057306057;1.17E-14;DRO_0064;1.510756386;2.69E-56;DRO_0064;3.548836244;1.00E-177;DRO_0064;2.081112082;6.07E-93
DRO_0065;0.332280342;0.007454783;DRO_0065;0.484453101;5.90E-06;DRO_0065;0.588409618;1.89E-06;DRO_0065;2.627749332;4.88E-106;DRO_0065;2.486446614;1.48E-92;DRO_0065;0.353554307;0.00221946;DRO_0065;0.674488373;1.61E-05;DRO_0065;0.623219746;7.46E-08;DRO_0065;2.251268293;3.87E-75;DRO_0065;2.206403514;9.62E-117
DRO_0066;0.174345022;0.277727769;DRO_0066;-0.386673688;0.003273038;DRO_0066;-0.283022208;0.05968951;DRO_0066;0.809464173;1.71E-07;DRO_0066;1.171171844;2.35E-19;DRO_0066;0.084184666;0.589228633;DRO_0066;0.177595268;0.314741652;DRO_0066;0.396065291;0.001209443;DRO_0066;1.137025103;1.07E-19;DRO_0066;1.193941365;1.14E-25
DRO_0067;0.653658681;6.91E-05;DRO_0067;0.740151265;3.05E-05;DRO_0067;0.285353677;0.164575798;DRO_0067;0.697996654;0.005920392;DRO_0067;0.884964072;8.68E-08;DRO_0067;0.914990514;2.53E-11;DRO_0067;0.742823825;3.32E-06;DRO_0067;0.444539657;0.0039853;DRO_0067;1.415340306;9.75E-18;DRO_0067;1.037817986;1.12E-15
DRO_0068;0.157460067;0.356153227;DRO_0068;0.421730034;0.008656667;DRO_0068;0.238450823;0.114610741;DRO_0068;0.38167098;0.045274459;DRO_0068;0.353916905;0.009589817;DRO_0068;0.7169422;2.09E-09;DRO_0068;0.430443992;0.023566012;DRO_0068;0.550563767;8.44E-06;DRO_0068;1.013041091;6.91E-12;DRO_0068;-0.337011447;0.005172036
DRO_0069;0.068396871;0.62528204;DRO_0069;0.025318719;0.847805437;DRO_0069;0.13387735;0.350954631;DRO_0069;0.807700066;1.56E-09;DRO_0069;1.003448481;6.15E-20;DRO_0069;-0.003330009;0.982994;DRO_0069;0.064838013;0.822307378;DRO_0069;-0.589534713;7.22E-07;DRO_0069;0.089592332;0.50022691;DRO_0069;-0.349226182;0.00138724
DRO_0070;1.292055858;3.73E-15;DRO_0070;2.769031908;7.91E-48;DRO_0070;3.832623885;2.07E-114;DRO_0070;3.681197882;8.01E-88;DRO_0070;1.872151434;1.89E-30;DRO_0070;0.084755252;0.701963234;DRO_0070;0.062820209;0.822307378;DRO_0070;0.14763753;0.459671474;DRO_0070;-0.573525859;0.000890288;DRO_0070;0.536449581;0.001508193
DRO_0071;-0.550911662;4.00E-06;DRO_0071;-0.909203514;1.94E-17;DRO_0071;-1.207227221;1.35E-18;DRO_0071;-1.867476804;1.12E-32;DRO_0071;-2.732551896;5.93E-95;DRO_0071;-0.041731231;0.788778405;DRO_0071;-0.65574613;1.60E-05;DRO_0071;-1.688662968;3.54E-43;DRO_0071;-3.464081738;1.66E-160;DRO_0071;-3.608962868;1.16E-198
DRO_0072;0.108606009;0.524963985;DRO_0072;0.169611438;0.253655607;DRO_0072;-0.126705706;0.463990102;DRO_0072;1.14348501;1.63E-11;DRO_0072;0.862179126;4.67E-12;DRO_0072;-0.099530241;0.587725541;DRO_0072;0.029651647;0.896927119;DRO_0072;-0.293305006;0.069535425;DRO_0072;-0.127676134;0.42967648;DRO_0072;0.927925313;1.12E-10
DRO_0073;0.294132444;0.025469377;DRO_0073;0.310589822;0.00640314;DRO_0073;0.262958408;0.038336972;DRO_0073;0.747666822;6.17E-08;DRO_0073;1.219067546;3.78E-30;DRO_0073;0.045870854;0.736126237;DRO_0073;0.23179308;0.105844668;DRO_0073;0.067118203;0.564479619;DRO_0073;-0.003650358;0.985404526;DRO_0073;1.287696159;7.09E-41
DRO_0074;0.450135574;0.012117876;DRO_0074;0.240181043;0.129803359;DRO_0074;0.610410541;0.000117569;DRO_0074;1.725946732;3.37E-28;DRO_0074;0.340535414;0.029443535;DRO_0074;0.388510283;0.027820379;DRO_0074;0.094387089;0.703479703;DRO_0074;0.594691576;1.11E-05;DRO_0074;0.618294395;0.00012993;DRO_0074;0.303863904;0.029806104
DRO_0075;0.457797974;1.28E-06;DRO_0075;1.401755873;2.01E-66;DRO_0075;1.308500951;1.24E-29;DRO_0075;0.59993277;7.08E-06;DRO_0075;0.290111687;0.008602757;DRO_0075;0.9945883;5.87E-31;DRO_0075;0.900873748;1.25E-14;DRO_0075;0.028891621;0.746940523;DRO_0075;-0.023036217;0.838355209;DRO_0075;0.582069259;9.78E-14
DRO_0076;0.147582103;0.31221526;DRO_0076;0.089094834;0.508402414;DRO_0076;0.099905822;0.503628796;DRO_0076;-0.247638978;0.255172918;DRO_0076;-0.32917953;0.011706993;DRO_0076;0.413031339;0.001342115;DRO_0076;0.66416467;3.98E-05;DRO_0076;0.683935121;4.86E-07;DRO_0076;0.232096883;0.079499989;DRO_0076;1.116865014;2.59E-16
DRO_0077;-0.099018127;0.520248251;DRO_0077;-0.288708722;0.06023942;DRO_0077;-0.4908041;0.002413514;DRO_0077;-0.297245277;0.124464467;DRO_0077;-0.26925194;0.047002069;DRO_0077;0.323107958;0.0146133;DRO_0077;0.204706689;0.201648483;DRO_0077;-0.135355769;0.297062665;DRO_0077;0.142827117;0.284396836;DRO_0077;0.711974288;1.70E-11
DRO_0078;-0.029671079;0.824877788;DRO_0078;-0.24721884;0.019871391;DRO_0078;-0.42253332;0.000854568;DRO_0078;-0.726332049;1.80E-07;DRO_0078;-0.501011803;0.000688855;DRO_0078;0.50805546;8.19E-06;DRO_0078;0.311499642;0.056003935;DRO_0078;-0.289659964;0.010705382;DRO_0078;-0.293560475;0.016300363;DRO_0078;0.150009785;0.139386538
DRO_0079;0.162169941;0.274352635;DRO_0079;-0.23157674;0.080444484;DRO_0079;-0.797539186;5.27E-08;DRO_0079;-0.870871066;8.85E-08;DRO_0079;-0.655868462;7.08E-06;DRO_0079;0.507046615;1.14E-06;DRO_0079;0.105379358;0.506592775;DRO_0079;-0.423733706;0.000109698;DRO_0079;-0.273892905;0.046532352;DRO_0079;-0.391335185;9.07E-05
DRO_0080;-0.692349899;3.68E-11;DRO_0080;-0.704374802;2.72E-10;DRO_0080;-0.971564988;1.24E-14;DRO_0080;-1.312622562;4.61E-21;DRO_0080;-1.419268394;3.47E-40;DRO_0080;-0.06009064;0.590273714;DRO_0080;-0.450873832;0.000320087;DRO_0080;-0.508382691;6.89E-06;DRO_0080;-0.282406483;0.012960047;DRO_0080;-0.472725646;2.79E-07
DRO_0081;-0.678070109;1.39E-08;DRO_0081;-0.711282006;1.10E-08;DRO_0081;-0.31991456;0.021928798;DRO_0081;0.826748606;2.41E-10;DRO_0081;-1.727463437;2.69E-37;DRO_0081;-0.090878795;0.503499775;DRO_0081;-0.061695807;0.708187104;DRO_0081;0.464934966;1.44E-05;DRO_0081;-0.20910822;0.141066551;DRO_0081;-0.865395429;1.69E-13
DRO_0082;-0.300151093;0.182141642;DRO_0082;-0.17672334;0.432170526;DRO_0082;0.090259977;0.703609271;DRO_0082;-0.039093735;0.896294825;DRO_0082;0.262956086;0.171376177;DRO_0082;-0.512063911;0.009094059;DRO_0082;-0.108820719;0.637925468;DRO_0082;0.099334185;0.594636131;DRO_0082;0.642040668;0.000225668;DRO_0082;0.830483881;6.64E-07
DRO_0083;0.265996714;0.006974425;DRO_0083;1.1759026;2.83E-57;DRO_0083;1.552791631;7.61E-58;DRO_0083;0.726268404;6.86E-05;DRO_0083;-0.471279258;1.40E-06;DRO_0083;0.575786962;2.12E-10;DRO_0083;0.937183214;2.24E-13;DRO_0083;1.069825269;1.19E-36;DRO_0083;-0.16438709;0.214446952;DRO_0083;-0.743555593;3.02E-15
DRO_0084;-0.168266964;0.280257144;DRO_0084;0.041405718;0.820034868;DRO_0084;0.689430976;0.002784905;DRO_0084;-0.138980469;0.628655789;DRO_0084;-2.58605279;2.03E-72;DRO_0084;-0.807018416;1.25E-06;DRO_0084;-0.187694964;0.298710668;DRO_0084;0.739857376;1.98E-09;DRO_0084;-2.076627951;2.03E-61;DRO_0084;-2.659573485;1.40E-122
DRO_0085;-0.904143846;1.98E-10;DRO_0085;-1.002874609;2.88E-22;DRO_0085;-0.679735852;1.55E-06;DRO_0085;-1.030890746;1.87E-10;DRO_0085;-5.34808899;0;DRO_0085;-1.024923769;2.22E-20;DRO_0085;-1.305260841;7.66E-22;DRO_0085;-0.992357576;1.32E-23;DRO_0085;-2.72571068;6.10E-79;DRO_0085;-5.446390713;0
DRO_0086;-1.058542667;1.17E-11;DRO_0086;-1.037359935;1.07E-23;DRO_0086;-0.515743602;0.000700645;DRO_0086;-1.098516702;1.37E-09;DRO_0086;-5.56912362;0;DRO_0086;-1.300475128;2.97E-36;DRO_0086;-1.332624761;3.39E-21;DRO_0086;-1.121549321;1.10E-30;DRO_0086;-2.905574777;2.82E-58;DRO_0086;-6.270812788;0
DRO_0087;-1.30133537;4.22E-22;DRO_0087;-1.521879627;2.46E-28;DRO_0087;-1.355178601;4.15E-16;DRO_0087;1.261569036;1.37E-12;DRO_0087;-0.922650282;5.11E-13;DRO_0087;-0.865860772;1.55E-09;DRO_0087;-1.060320664;1.37E-07;DRO_0087;-0.780798459;2.66E-08;DRO_0087;0.216011391;0.135146888;DRO_0087;-0.836234946;3.98E-09
DRO_0088;-1.205545769;8.19E-19;DRO_0088;-1.137784476;8.42E-17;DRO_0088;-1.07226566;3.08E-11;DRO_0088;0.906207813;3.15E-06;DRO_0088;-1.180308966;1.78E-14;DRO_0088;-0.707635328;8.09E-06;DRO_0088;-0.88969109;1.81E-07;DRO_0088;-0.735146436;8.62E-08;DRO_0088;0.132192545;0.342383504;DRO_0088;-0.867384901;4.19E-13
DRO_0089;-0.055923178;0.857794769;DRO_0089;-0.716149678;0.026867764;DRO_0089;-0.579944183;0.09195196;DRO_0089;-0.81424455;0.035503539;DRO_0089;0.739528668;0.001123427;DRO_0089;0.541658961;0.035647889;DRO_0089;0.453474275;0.137046354;DRO_0089;0.053403662;0.862163275;DRO_0089;0.017486062;0.961675245;DRO_0089;1.192584144;4.01E-08
DRO_0090;-0.067649221;0.884658768;DRO_0090;-0.023219723;0.965737797;DRO_0090;-0.49651684;0.385106079;DRO_0090;0.1291487;0.822007396;DRO_0090;1.300382936;0.000142587;DRO_0090;0.191179619;0.668060206;DRO_0090;0.174241415;0.737815653;DRO_0090;-0.848753938;0.103657272;DRO_0090;-0.233086926;0.633564482;DRO_0090;0.992453621;0.006679005
DRO_0091;-0.324397038;0.095720105;DRO_0091;-0.839428861;3.35E-05;DRO_0091;-1.050085644;7.16E-06;DRO_0091;-0.118351492;0.649577577;DRO_0091;1.134399766;3.06E-11;DRO_0091;-0.084201338;0.708691331;DRO_0091;-0.098949392;0.693739146;DRO_0091;-0.505940447;0.018871272;DRO_0091;0.418528947;0.053170118;DRO_0091;1.709099706;6.06E-28
DRO_0092;-0.250484133;0.509129202;DRO_0092;-0.395508515;0.302247693;DRO_0092;-0.171797848;0.669501891;DRO_0092;0.967081893;0.014567662;DRO_0092;1.907876183;1.24E-11;DRO_0092;0.131994356;0.686288269;DRO_0092;0.154210305;0.672753404;DRO_0092;-0.378870269;0.257690858;DRO_0092;1.229311235;1.78E-06;DRO_0092;2.148415192;1.25E-25
DRO_0093;-0.129739871;0.478035939;DRO_0093;-0.424742362;0.003378151;DRO_0093;-0.963628141;1.44E-09;DRO_0093;0.622041476;0.006718676;DRO_0093;1.397610995;3.09E-27;DRO_0093;0.097465443;0.522616896;DRO_0093;-0.100395873;0.620607712;DRO_0093;-0.226111564;0.088299198;DRO_0093;1.013741252;4.23E-15;DRO_0093;1.336319957;3.71E-31
DRO_0094;0.451406145;0.000257517;DRO_0094;0.644436755;4.54E-07;DRO_0094;0.289072775;0.074138196;DRO_0094;-2.19067471;9.43E-32;DRO_0094;-2.292564067;1.39E-82;DRO_0094;0.749059311;1.76E-12;DRO_0094;1.268705137;4.28E-27;DRO_0094;1.823690766;3.86E-74;DRO_0094;-1.090553251;5.10E-18;DRO_0094;-2.205642727;7.75E-91
DRO_0095;0.773684408;6.87E-12;DRO_0095;1.277514546;2.41E-39;DRO_0095;1.034181633;5.90E-14;DRO_0095;-1.09832754;1.80E-13;DRO_0095;-0.389116768;0.000889685;DRO_0095;0.35847859;0.008393166;DRO_0095;1.125919132;2.61E-14;DRO_0095;1.560831346;1.24E-41;DRO_0095;0.081798725;0.57004926;DRO_0095;0.888119384;1.05E-14
DRO_0096;1.145936551;4.28E-18;DRO_0096;1.777254225;2.76E-39;DRO_0096;1.464619656;2.89E-23;DRO_0096;-0.022389112;0.923773891;DRO_0096;0.624783406;3.10E-06;DRO_0096;0.908213364;4.24E-07;DRO_0096;1.635551014;2.77E-32;DRO_0096;2.183373477;9.84E-70;DRO_0096;1.444658617;3.09E-25;DRO_0096;1.948483207;7.61E-64
DRO_0097;0.417371459;0.000376213;DRO_0097;0.963261553;2.96E-14;DRO_0097;0.644158752;1.44E-06;DRO_0097;-0.480172225;0.002483859;DRO_0097;-0.149464732;0.22222733;DRO_0097;0.73573177;7.90E-09;DRO_0097;0.66951348;2.33E-07;DRO_0097;1.288470428;2.44E-24;DRO_0097;1.066098939;2.95E-16;DRO_0097;0.771061556;9.05E-10
DRO_0098;-0.820549497;4.28E-06;DRO_0098;-1.287528525;5.38E-13;DRO_0098;-1.321365603;1.45E-12;DRO_0098;-1.029776776;2.60E-06;DRO_0098;-3.65817847;1.23E-101;DRO_0098;-1.181056163;5.97E-15;DRO_0098;-1.899284586;7.36E-26;DRO_0098;-1.481732607;3.78E-27;DRO_0098;-2.139575546;1.58E-47;DRO_0098;-4.858312709;1.85E-259
DRO_0099;-0.202701254;0.269858214;DRO_0099;0.214526862;0.259539102;DRO_0099;1.051559694;6.81E-08;DRO_0099;1.622253795;7.37E-12;DRO_0099;-1.805395976;8.36E-27;DRO_0099;-1.262894943;3.37E-14;DRO_0099;-1.595485174;2.03E-15;DRO_0099;-1.242805261;2.00E-16;DRO_0099;-1.938041751;1.41E-36;DRO_0099;-3.940893756;1.07E-139
DRO_0100;0.074317718;0.73416758;DRO_0100;0.406188532;0.011102947;DRO_0100;1.601262625;8.27E-22;DRO_0100;1.979714898;3.67E-16;DRO_0100;-1.249195767;1.72E-14;DRO_0100;-1.319740825;1.16E-16;DRO_0100;-1.437109377;2.06E-12;DRO_0100;-1.103427743;2.25E-13;DRO_0100;-1.789972899;2.55E-30;DRO_0100;-2.580246194;5.10E-59
DRO_0101;-0.072087398;0.543967031;DRO_0101;0.232660108;0.028098336;DRO_0101;1.37821287;2.55E-31;DRO_0101;2.143315744;6.06E-36;DRO_0101;-1.220570176;8.81E-30;DRO_0101;-0.738216903;4.97E-08;DRO_0101;-1.029372653;4.01E-09;DRO_0101;-0.635963882;1.05E-06;DRO_0101;-1.420734096;1.83E-25;DRO_0101;-2.546632311;2.10E-89
DRO_0102;0.238613672;0.141976554;DRO_0102;-0.363074877;0.021781098;DRO_0102;0.580423752;0.000917246;DRO_0102;1.744895378;1.31E-17;DRO_0102;0.155665691;0.320669215;DRO_0102;-1.318812836;9.58E-17;DRO_0102;-1.644777261;1.70E-16;DRO_0102;-1.31859388;7.68E-16;DRO_0102;-0.466056773;0.002129212;DRO_0102;2.08460922;5.06E-51
DRO_0103;0.523491171;0.011981796;DRO_0103;-0.030016078;0.90214549;DRO_0103;0.188127203;0.416718158;DRO_0103;-0.23401468;0.425631908;DRO_0103;-0.567337195;0.005683652;DRO_0103;0.276027593;0.156888172;DRO_0103;0.347920639;0.108115256;DRO_0103;0.290248597;0.140906385;DRO_0103;0.488120857;0.016394229;DRO_0103;0.862341558;4.15E-08
DRO_0104;0.080698628;0.659985486;DRO_0104;1.118973153;4.73E-10;DRO_0104;-0.07778202;0.673559949;DRO_0104;-1.557028975;2.75E-14;DRO_0104;-2.022015535;2.69E-42;DRO_0104;1.727229576;3.00E-37;DRO_0104;1.970241521;3.74E-28;DRO_0104;0.311856086;0.008994663;DRO_0104;-0.227187801;0.103938651;DRO_0104;-1.001280255;3.41E-17
DRO_0105;-0.75695801;5.54E-10;DRO_0105;-0.883662167;2.75E-13;DRO_0105;-1.036437937;1.78E-13;DRO_0105;-0.218683123;0.216137054;DRO_0105;-1.821893091;3.35E-44;DRO_0105;-0.130857579;0.36097087;DRO_0105;-0.470045305;0.008464283;DRO_0105;0.114999234;0.393624463;DRO_0105;1.004597955;2.16E-15;DRO_0105;0.080501069;0.48830987
DRO_0106;-0.942636765;8.87E-14;DRO_0106;-1.895664101;7.99E-44;DRO_0106;-1.673895099;1.37E-29;DRO_0106;-0.971666374;1.25E-10;DRO_0106;-2.212274866;7.79E-63;DRO_0106;-0.535779013;4.76E-05;DRO_0106;-0.651197251;0.000393683;DRO_0106;-0.468559047;0.000351588;DRO_0106;-0.295590569;0.080188944;DRO_0106;-0.239343651;0.04039029
DRO_0107;-0.677718282;1.12E-08;DRO_0107;-1.611070409;1.89E-41;DRO_0107;-1.609747466;4.74E-39;DRO_0107;-0.611015536;0.000156539;DRO_0107;-1.3048201;5.42E-31;DRO_0107;-0.486456336;5.90E-06;DRO_0107;-0.744939511;5.84E-07;DRO_0107;-1.033097876;2.14E-21;DRO_0107;-0.388049743;0.000959441;DRO_0107;0.134251631;0.283166844
DRO_0108;0.034284621;0.928575949;DRO_0108;-0.195023761;0.606820351;DRO_0108;-0.354900887;0.404277811;DRO_0108;0.123878276;0.776791988;DRO_0108;-0.133553973;0.681687887;DRO_0108;0.21190252;0.608675566;DRO_0108;0.204143439;0.649095477;DRO_0108;0.681608482;0.054123124;DRO_0108;1.31052971;1.70E-05;DRO_0108;0.774148861;0.018784845
DRO_0109;-0.459239722;4.07E-05;DRO_0109;-0.138240663;0.194902084;DRO_0109;0.284275137;0.021419255;DRO_0109;1.200565307;2.26E-21;DRO_0109;-1.429204034;7.57E-36;DRO_0109;0.244621629;0.02359836;DRO_0109;0.200477163;0.202040796;DRO_0109;0.988510567;8.62E-23;DRO_0109;0.613842798;1.18E-07;DRO_0109;-0.569256782;1.38E-08
DRO_0110;-0.211994527;0.106157177;DRO_0110;-0.079570904;0.538086872;DRO_0110;0.330280758;0.024945622;DRO_0110;1.242250242;1.65E-16;DRO_0110;-0.637756974;4.80E-07;DRO_0110;0.471668435;3.76E-05;DRO_0110;0.551227606;0.001245012;DRO_0110;1.105281938;5.56E-27;DRO_0110;0.810466589;2.05E-09;DRO_0110;0.768613366;2.00E-14
DRO_0111;0.148760376;0.191772983;DRO_0111;0.755467058;2.61E-11;DRO_0111;0.993179463;3.04E-17;DRO_0111;1.280455876;1.03E-25;DRO_0111;1.256809005;8.52E-33;DRO_0111;0.451499457;3.02E-05;DRO_0111;0.788936147;3.22E-10;DRO_0111;1.084094489;8.08E-31;DRO_0111;1.200317808;4.12E-24;DRO_0111;1.971489174;3.51E-95
DRO_0112;-0.174527408;0.22117738;DRO_0112;0.017149156;0.897729678;DRO_0112;0.420711364;0.001398914;DRO_0112;0.255728189;0.104711229;DRO_0112;0.828806903;9.96E-12;DRO_0112;-0.357080707;0.005251461;DRO_0112;-0.481924629;0.000875122;DRO_0112;-0.195569499;0.102341324;DRO_0112;0.636375159;7.47E-07;DRO_0112;1.668736278;1.21E-63
DRO_0113;0.226624933;0.051457526;DRO_0113;1.262096222;6.93E-38;DRO_0113;1.539174566;2.81E-41;DRO_0113;0.864852785;4.30E-11;DRO_0113;0.392006711;0.001336422;DRO_0113;0.535412722;1.02E-06;DRO_0113;1.211040322;7.42E-21;DRO_0113;1.723894716;9.65E-69;DRO_0113;1.393495626;1.25E-29;DRO_0113;1.484644863;8.21E-42
DRO_0114;-0.603746092;0.000356895;DRO_0114;-0.468964068;0.002857663;DRO_0114;-0.201246795;0.288914187;DRO_0114;-1.86104412;7.68E-17;DRO_0114;-2.902472198;4.89E-66;DRO_0114;-0.803377409;1.12E-12;DRO_0114;-0.980877716;5.61E-14;DRO_0114;-0.522652674;3.65E-06;DRO_0114;-1.891014938;5.48E-46;DRO_0114;-2.112774271;1.33E-88
DRO_0115;-0.063634886;0.712706074;DRO_0115;0.080546877;0.589129412;DRO_0115;-0.047929128;0.770461376;DRO_0115;-1.84520591;5.77E-21;DRO_0115;-1.756499318;6.37E-23;DRO_0115;0.496133947;0.000570284;DRO_0115;0.40337096;0.078140464;DRO_0115;-0.505481175;0.000785058;DRO_0115;-0.72749821;2.03E-07;DRO_0115;-0.169450359;0.192431758
DRO_0116;-0.296975633;0.149185243;DRO_0116;-0.197091345;0.291909738;DRO_0116;-0.37912842;0.050727695;DRO_0116;-2.29540897;7.86E-23;DRO_0116;-2.176734525;4.89E-26;DRO_0116;0.200247903;0.308788426;DRO_0116;-0.274934149;0.242536095;DRO_0116;-1.06258636;1.82E-10;DRO_0116;-0.910867023;2.02E-08;DRO_0116;-1.136225161;1.19E-10
DRO_0117;-0.11636519;0.483965785;DRO_0117;0.09566272;0.557365393;DRO_0117;-1.005658862;3.90E-11;DRO_0117;-1.967535955;1.33E-28;DRO_0117;-4.560403864;1.18E-218;DRO_0117;0.072986029;0.673025503;DRO_0117;-0.140702006;0.436195983;DRO_0117;-1.608762085;1.40E-32;DRO_0117;-1.96583422;7.83E-34;DRO_0117;-4.79848967;8.28E-278
DRO_0118;-0.827790926;1.48E-08;DRO_0118;-1.992527901;3.74E-32;DRO_0118;-1.373994177;4.57E-11;DRO_0118;-2.173444842;6.15E-15;DRO_0118;-2.17206836;1.19E-39;DRO_0118;-0.18982617;0.269490171;DRO_0118;-0.728085119;9.32E-05;DRO_0118;0.343918981;0.06953322;DRO_0118;-0.977607696;1.70E-10;DRO_0118;0.071947377;0.613278029
DRO_0119;1.051626542;8.72E-16;DRO_0119;1.885184308;1.55E-62;DRO_0119;1.940751607;9.55E-50;DRO_0119;1.824553925;5.34E-29;DRO_0119;1.983798426;8.58E-64;DRO_0119;1.51092899;2.62E-41;DRO_0119;1.489798192;1.26E-19;DRO_0119;1.295377606;2.65E-32;DRO_0119;1.959598463;5.60E-56;DRO_0119;2.703601764;3.59E-153
DRO_0120;0.361135908;0.048256767;DRO_0120;-1.098505529;3.52E-11;DRO_0120;-0.244234263;0.178624403;DRO_0120;1.096258677;4.15E-10;DRO_0120;0.896133767;1.01E-09;DRO_0120;0.013587757;0.94045172;DRO_0120;-0.359431027;0.046112234;DRO_0120;0.600048083;3.60E-06;DRO_0120;1.68239769;1.41E-39;DRO_0120;1.706755169;2.32E-51
DRO_0121;-0.687996796;4.03E-07;DRO_0121;-1.558122252;1.77E-33;DRO_0121;0.794833487;3.10E-08;DRO_0121;2.661933305;7.09E-32;DRO_0121;0.710075459;8.38E-08;DRO_0121;-0.663547614;2.69E-07;DRO_0121;-0.749148513;0.000352631;DRO_0121;2.087687965;2.75E-67;DRO_0121;2.281381485;6.17E-73;DRO_0121;1.788475273;1.35E-48
DRO_0122;-0.308269348;0.029312189;DRO_0122;0.176024945;0.167963601;DRO_0122;0.424126474;0.002269235;DRO_0122;-0.125017163;0.4898233;DRO_0122;0.31479835;0.043746185;DRO_0122;-0.27620364;0.065403041;DRO_0122;0.250082705;0.172305958;DRO_0122;0.531709296;3.49E-05;DRO_0122;1.032278367;1.39E-12;DRO_0122;1.789015373;4.17E-40
DRO_0123;0.519970219;3.56E-05;DRO_0123;1.138944485;1.38E-24;DRO_0123;1.289362128;3.62E-23;DRO_0123;0.042295923;0.807088625;DRO_0123;1.016661493;2.64E-14;DRO_0123;0.268127009;0.03147895;DRO_0123;0.771076227;2.73E-07;DRO_0123;1.20099545;2.07E-27;DRO_0123;1.713157967;4.71E-46;DRO_0123;3.108243033;5.00E-212
DRO_0124;0.771434447;1.78E-10;DRO_0124;1.778368195;2.66E-50;DRO_0124;2.017499516;1.36E-39;DRO_0124;0.008158542;0.978572426;DRO_0124;0.799157308;4.93E-05;DRO_0124;0.730342095;3.57E-06;DRO_0124;1.070378219;1.22E-06;DRO_0124;1.990561832;2.14E-46;DRO_0124;1.340332127;6.03E-17;DRO_0124;1.854652325;5.70E-34
DRO_0125;0.629131103;4.11E-06;DRO_0125;1.566771834;9.67E-60;DRO_0125;1.778523748;1.80E-40;DRO_0125;0.178453089;0.357881541;DRO_0125;1.318775278;3.62E-21;DRO_0125;0.787600978;9.07E-08;DRO_0125;1.151436026;9.78E-13;DRO_0125;1.933908478;8.50E-73;DRO_0125;1.935922235;5.16E-67;DRO_0125;2.418628293;2.21E-147
DRO_0126;-0.106696609;0.586217732;DRO_0126;0.798962828;5.18E-07;DRO_0126;0.904122092;1.56E-06;DRO_0126;-0.801596153;0.003153624;DRO_0126;0.776527924;7.84E-06;DRO_0126;0.111323261;0.653967555;DRO_0126;0.309670049;0.205366567;DRO_0126;0.920062116;1.11E-06;DRO_0126;1.043153593;5.00E-06;DRO_0126;1.352344785;8.25E-09
DRO_0127;1.138061416;6.54E-09;DRO_0127;2.215737575;6.88E-67;DRO_0127;2.385143644;5.46E-52;DRO_0127;0.837708118;2.02E-06;DRO_0127;2.286686369;1.12E-34;DRO_0127;1.26652321;4.77E-13;DRO_0127;1.650746133;2.64E-11;DRO_0127;2.228153914;1.44E-51;DRO_0127;2.586363826;1.39E-51;DRO_0127;2.366297621;4.50E-64
DRO_0128;2.266435319;7.22E-52;DRO_0128;3.217838262;4.27E-241;DRO_0128;2.772750889;6.55E-134;DRO_0128;0.488966653;0.000110367;DRO_0128;2.101972478;6.13E-38;DRO_0128;2.82765221;5.73E-94;DRO_0128;2.983463408;2.59E-64;DRO_0128;2.744892797;2.51E-101;DRO_0128;1.78701187;4.86E-43;DRO_0128;2.712901094;1.21E-108
